0 200 1.21533
0 200 1.21648
0 200 1.21293
0 200 1.21659
0 200 1.21223
0 200 1.2148
0 200 1.21143
0 200 1.21404
0 200 1.21053
0 200.001 1.21404
1e-12 200 0.875385
1e-12 200.001 0.867447
1e-12 200 0.870231
1e-12 200.001 0.871118
1e-12 200 0.872318
1e-12 200 0.866749
1e-12 200 0.870996
1e-12 200 0.868079
1e-12 200 0.876137
1e-12 200.001 0.870009
2e-12 200 0.528264
2e-12 200.002 0.527407
2e-12 200 0.528452
2e-12 200 0.528108
2e-12 200.001 0.532382
2e-12 200.003 0.529288
2e-12 200 0.529086
2e-12 200 0.529701
2e-12 200.002 0.528225
2e-12 200.001 0.531278
3e-12 200 0.296932
3e-12 200 0.298716
3e-12 200.001 0.297587
3e-12 200 0.297178
3e-12 200 0.294353
3e-12 200 0.299591
3e-12 200 0.295196
3e-12 200.002 0.297412
3e-12 200.001 0.297568
3e-12 200 0.298043
4e-12 200.001 0.167169
4e-12 200.001 0.165796
4e-12 200.001 0.170319
4e-12 200.001 0.167433
4e-12 200 0.167708
4e-12 200 0.165541
4e-12 200 0.16835
4e-12 200 0.168184
4e-12 200.001 0.167372
4e-12 200 0.16976
5e-12 200.001 0.0953503
5e-12 200 0.0957537
5e-12 200.003 0.0939957
5e-12 200 0.0932029
5e-12 200.001 0.0952828
5e-12 200.001 0.0944982
5e-12 200 0.0953938
5e-12 200 0.0963384
5e-12 200 0.0934831
5e-12 200 0.0970246
6e-12 200 0.0532984
6e-12 200.001 0.0555813
6e-12 200 0.0546061
6e-12 200.002 0.0538457
6e-12 200 0.0529107
6e-12 200 0.0537477
6e-12 200.003 0.0536793
6e-12 200.002 0.0535964
6e-12 200 0.0538061
6e-12 200.001 0.0517998
7e-12 200.001 0.0279476
7e-12 200.001 0.0279229
7e-12 200.001 0.0282645
7e-12 200 0.0271384
7e-12 200 0.0279753
7e-12 200.001 0.027929
7e-12 200.002 0.0264429
7e-12 200.001 0.0278798
7e-12 200.001 0.0258491
7e-12 200 0.0274953
8e-12 200 0.0128246
8e-12 200 0.0114308
8e-12 200 0.0102738
8e-12 200.001 0.01244
8e-12 200.002 0.0106922
8e-12 200.001 0.0117415
8e-12 200 0.0125692
8e-12 200 0.0107908
8e-12 200.001 0.0111446
8e-12 200 0.011563
9e-12 200.001 0.000190769
9e-12 200.001 0.000483075
9e-12 200.001 0.000898459
9e-12 200.002 0.00124922
9e-12 200.003 0.000498454
9e-12 200.001 0.00037846
9e-12 200 0.000184615
9e-12 200 0.0004
9e-12 200.001 0.000723075
9e-12 200.001 7.38458e-05
1e-11 200.001 2.46153e-05
1e-11 200 5.53845e-05
1e-11 200 1.53846e-05
1e-11 200.001 2.15383e-05
1e-11 200.001 3.38461e-05
1e-11 200.001 3.99998e-05
1e-11 200 4.92308e-05
1e-11 200.002 1.53844e-05
1e-11 200.001 6.46152e-05
1e-11 200.001 6.15382e-05
1.1e-11 200 3.38461e-05
1.1e-11 200.001 6.15381e-06
1.1e-11 200.001 2.76922e-05
1.1e-11 200 3.07692e-06
1.1e-11 200 0
1.1e-11 200.001 1.53845e-05
1.1e-11 200.001 1.53845e-05
1.1e-11 200.003 3.69226e-05
1.1e-11 200.001 -3.07691e-06
1.1e-11 200.001 1.53845e-05
