1 0 0
2 1 0

3 1 0
4 1.6128 0.5142

5 1.6128 0.5142
6 1.7239 1.1445

7 1.7239 1.1445
8 1.4679 1.5879

9 1.4679 1.5879
10 1.083 1.728

11 1.083 1.728
12 0.7751 1.6159

13 0.7751 1.6159
14 0.644 1.3889

15 0.644 1.3889
16 0.6804 1.1824

17 0.644 1.3889
18 0.4469 1.3172

19 0.7751 1.6159
20 0.5288 1.7056

21 0.5288 1.7056
22 0.3317 1.6339

23 0.5288 1.7056
24 0.4239 1.8872

25 1.083 1.728
26 0.9192 2.0118

27 0.9192 2.0118
28 0.6729 2.1015

29 0.6729 2.1015
30 0.4758 2.0298

31 0.6729 2.1015
32 0.568 2.2831

33 0.9192 2.0118
34 0.9647 2.27

35 0.9647 2.27
36 0.8598 2.4516

37 0.9647 2.27
38 1.1254 2.4048

39 1.4679 1.5879
40 1.539 1.9913

41 1.539 1.9913
42 1.3752 2.2751

43 1.3752 2.2751
44 1.1289 2.3648

45 1.1289 2.3648
46 0.9318 2.2931

47 1.1289 2.3648
48 1.024 2.5464

49 1.3752 2.2751
50 1.4207 2.5333

51 1.4207 2.5333
52 1.3158 2.7149

53 1.4207 2.5333
54 1.5814 2.6681

55 1.539 1.9913
56 1.79 2.2019

57 1.79 2.2019
58 1.8355 2.4601

59 1.8355 2.4601
60 1.7306 2.6417

61 1.8355 2.4601
62 1.9962 2.5949

63 1.79 2.2019
64 2.0521 2.2019

65 2.0521 2.2019
66 2.2128 2.3367

67 2.0521 2.2019
68 2.2128 2.0671

69 1.7239 1.1445
70 2.1161 1.4736

71 2.1161 1.4736
72 2.1872 1.877

73 2.1872 1.877
74 2.0234 2.1608

75 2.0234 2.1608
76 1.7771 2.2505

77 1.7771 2.2505
78 1.58 2.1788

79 1.7771 2.2505
80 1.6722 2.4321

81 2.0234 2.1608
82 2.0689 2.419

83 2.0689 2.419
84 1.964 2.6006

85 2.0689 2.419
86 2.2296 2.5538

87 2.1872 1.877
88 2.4382 2.0876

89 2.4382 2.0876
90 2.4837 2.3458

91 2.4837 2.3458
92 2.3788 2.5274

93 2.4837 2.3458
94 2.6444 2.4806

95 2.4382 2.0876
96 2.7003 2.0876

97 2.7003 2.0876
98 2.861 2.2224

99 2.7003 2.0876
100 2.861 1.9528

101 2.1161 1.4736
102 2.5257 1.4736

103 2.5257 1.4736
104 2.7767 1.6842

105 2.7767 1.6842
106 2.8222 1.9424

107 2.8222 1.9424
108 2.7173 2.124

109 2.8222 1.9424
110 2.9829 2.0772

111 2.7767 1.6842
112 3.0388 1.6842

113 3.0388 1.6842
114 3.1995 1.819

115 3.0388 1.6842
116 3.1995 1.5494

117 2.5257 1.4736
118 2.7767 1.263

119 2.7767 1.263
120 3.0388 1.263

121 3.0388 1.263
122 3.1995 1.3978

123 3.0388 1.263
124 3.1995 1.1282

125 2.7767 1.263
126 2.8222 1.0048

127 2.8222 1.0048
128 2.9829 0.87

129 2.8222 1.0048
130 2.7173 0.8232

131 1.6128 0.5142
132 2.2528 0.5142

133 2.2528 0.5142
134 2.645 0.8433

135 2.645 0.8433
136 2.7161 1.2467

137 2.7161 1.2467
138 2.5523 1.5305

139 2.5523 1.5305
140 2.306 1.6202

141 2.306 1.6202
142 2.1089 1.5485

143 2.306 1.6202
144 2.2011 1.8018

145 2.5523 1.5305
146 2.5978 1.7887

147 2.5978 1.7887
148 2.4929 1.9703

149 2.5978 1.7887
150 2.7585 1.9235

151 2.7161 1.2467
152 2.9671 1.4573

153 2.9671 1.4573
154 3.0126 1.7155

155 3.0126 1.7155
156 2.9077 1.8971

157 3.0126 1.7155
158 3.1733 1.8503

159 2.9671 1.4573
160 3.2292 1.4573

161 3.2292 1.4573
162 3.3899 1.5921

163 3.2292 1.4573
164 3.3899 1.3225

165 2.645 0.8433
166 3.0546 0.8433

167 3.0546 0.8433
168 3.3056 1.0539

169 3.3056 1.0539
170 3.3511 1.3121

171 3.3511 1.3121
172 3.2462 1.4937

173 3.3511 1.3121
174 3.5118 1.4469

175 3.3056 1.0539
176 3.5677 1.0539

177 3.5677 1.0539
178 3.7284 1.1887

179 3.5677 1.0539
180 3.7284 0.9191

181 3.0546 0.8433
182 3.3056 0.6327

183 3.3056 0.6327
184 3.5677 0.6327

185 3.5677 0.6327
186 3.7284 0.7675

187 3.5677 0.6327
188 3.7284 0.4979

189 3.3056 0.6327
190 3.3511 0.3745

191 3.3511 0.3745
192 3.5118 0.2397

193 3.3511 0.3745
194 3.2462 0.1929

195 2.2528 0.5142
196 2.645 0.1851

197 2.645 0.1851
198 3.0546 0.1851

199 3.0546 0.1851
200 3.3056 0.3957

201 3.3056 0.3957
202 3.3511 0.6539

203 3.3511 0.6539
204 3.2462 0.8355

205 3.3511 0.6539
206 3.5118 0.7887

207 3.3056 0.3957
208 3.5677 0.3957

209 3.5677 0.3957
210 3.7284 0.5305

211 3.5677 0.3957
212 3.7284 0.2609

213 3.0546 0.1851
214 3.3056 -0.0255

215 3.3056 -0.0255
216 3.5677 -0.0255

217 3.5677 -0.0255
218 3.7284 0.1093

219 3.5677 -0.0255
220 3.7284 -0.1603

221 3.3056 -0.0255
222 3.3511 -0.2837

223 3.3511 -0.2837
224 3.5118 -0.4185

225 3.3511 -0.2837
226 3.2462 -0.4653

227 2.645 0.1851
228 2.7161 -0.2183

229 2.7161 -0.2183
230 2.9671 -0.4289

