231 2.9671 -0.4289
232 3.2292 -0.4289

233 3.2292 -0.4289
234 3.3899 -0.2941

235 3.2292 -0.4289
236 3.3899 -0.5637

237 2.9671 -0.4289
238 3.0126 -0.6871

239 3.0126 -0.6871
240 3.1733 -0.8219

241 3.0126 -0.6871
242 2.9077 -0.8687

243 2.7161 -0.2183
244 2.5523 -0.5021

245 2.5523 -0.5021
246 2.5978 -0.7603

247 2.5978 -0.7603
248 2.7585 -0.8951

249 2.5978 -0.7603
250 2.4929 -0.9419

251 2.5523 -0.5021
252 2.306 -0.5918

253 2.306 -0.5918
254 2.2011 -0.7734

255 2.306 -0.5918
256 2.1089 -0.5201

257 1 0
258 1.6128 -0.5142

259 1.6128 -0.5142
260 2.2528 -0.5142

261 2.2528 -0.5142
262 2.645 -0.1851

263 2.645 -0.1851
264 2.7161 0.2183

265 2.7161 0.2183
266 2.5523 0.5021

267 2.5523 0.5021
268 2.306 0.5918

269 2.306 0.5918
270 2.1089 0.5201

271 2.306 0.5918
272 2.2011 0.7734

273 2.5523 0.5021
274 2.5978 0.7603

275 2.5978 0.7603
276 2.4929 0.9419

277 2.5978 0.7603
278 2.7585 0.8951

279 2.7161 0.2183
280 2.9671 0.4289

281 2.9671 0.4289
282 3.0126 0.6871

283 3.0126 0.6871
284 2.9077 0.8687

285 3.0126 0.6871
286 3.1733 0.8219

287 2.9671 0.4289
288 3.2292 0.4289

289 3.2292 0.4289
290 3.3899 0.5637

291 3.2292 0.4289
292 3.3899 0.2941

293 2.645 -0.1851
294 3.0546 -0.1851

295 3.0546 -0.1851
296 3.3056 0.0255

297 3.3056 0.0255
298 3.3511 0.2837

299 3.3511 0.2837
300 3.2462 0.4653

301 3.3511 0.2837
302 3.5118 0.4185

303 3.3056 0.0255
304 3.5677 0.0255

305 3.5677 0.0255
306 3.7284 0.1603

307 3.5677 0.0255
308 3.7284 -0.1093

309 3.0546 -0.1851
310 3.3056 -0.3957

311 3.3056 -0.3957
312 3.5677 -0.3957

313 3.5677 -0.3957
314 3.7284 -0.2609

315 3.5677 -0.3957
316 3.7284 -0.5305

317 3.3056 -0.3957
318 3.3511 -0.6539

319 3.3511 -0.6539
320 3.5118 -0.7887

321 3.3511 -0.6539
322 3.2462 -0.8355

323 2.2528 -0.5142
324 2.645 -0.8433

325 2.645 -0.8433
326 3.0546 -0.8433

327 3.0546 -0.8433
328 3.3056 -0.6327

329 3.3056 -0.6327
330 3.3511 -0.3745

331 3.3511 -0.3745
332 3.2462 -0.1929

333 3.3511 -0.3745
334 3.5118 -0.2397

335 3.3056 -0.6327
336 3.5677 -0.6327

337 3.5677 -0.6327
338 3.7284 -0.4979

339 3.5677 -0.6327
340 3.7284 -0.7675

341 3.0546 -0.8433
342 3.3056 -1.0539

343 3.3056 -1.0539
344 3.5677 -1.0539

345 3.5677 -1.0539
346 3.7284 -0.9191

347 3.5677 -1.0539
348 3.7284 -1.1887

349 3.3056 -1.0539
350 3.3511 -1.3121

351 3.3511 -1.3121
352 3.5118 -1.4469

353 3.3511 -1.3121
354 3.2462 -1.4937

355 2.645 -0.8433
356 2.7161 -1.2467

357 2.7161 -1.2467
358 2.9671 -1.4573

359 2.9671 -1.4573
360 3.2292 -1.4573

361 3.2292 -1.4573
362 3.3899 -1.3225

363 3.2292 -1.4573
364 3.3899 -1.5921

365 2.9671 -1.4573
366 3.0126 -1.7155

367 3.0126 -1.7155
368 3.1733 -1.8503

369 3.0126 -1.7155
370 2.9077 -1.8971

371 2.7161 -1.2467
372 2.5523 -1.5305

373 2.5523 -1.5305
374 2.5978 -1.7887

375 2.5978 -1.7887
376 2.7585 -1.9235

377 2.5978 -1.7887
378 2.4929 -1.9703

379 2.5523 -1.5305
380 2.306 -1.6202

381 2.306 -1.6202
382 2.2011 -1.8018

383 2.306 -1.6202
384 2.1089 -1.5485

385 1.6128 -0.5142
386 1.7239 -1.1445

387 1.7239 -1.1445
388 2.1161 -1.4736

389 2.1161 -1.4736
390 2.5257 -1.4736

391 2.5257 -1.4736
392 2.7767 -1.263

393 2.7767 -1.263
394 2.8222 -1.0048

395 2.8222 -1.0048
396 2.7173 -0.8232

397 2.8222 -1.0048
398 2.9829 -0.87

399 2.7767 -1.263
400 3.0388 -1.263

401 3.0388 -1.263
402 3.1995 -1.1282

403 3.0388 -1.263
404 3.1995 -1.3978

405 2.5257 -1.4736
406 2.7767 -1.6842

407 2.7767 -1.6842
408 3.0388 -1.6842

409 3.0388 -1.6842
410 3.1995 -1.5494

411 3.0388 -1.6842
412 3.1995 -1.819

413 2.7767 -1.6842
414 2.8222 -1.9424

415 2.8222 -1.9424
416 2.9829 -2.0772

417 2.8222 -1.9424
418 2.7173 -2.124

419 2.1161 -1.4736
420 2.1872 -1.877

421 2.1872 -1.877
422 2.4382 -2.0876

423 2.4382 -2.0876
424 2.7003 -2.0876

425 2.7003 -2.0876
426 2.861 -1.9528

427 2.7003 -2.0876
428 2.861 -2.2224

429 2.4382 -2.0876
430 2.4837 -2.3458

431 2.4837 -2.3458
432 2.6444 -2.4806

433 2.4837 -2.3458
434 2.3788 -2.5274

435 2.1872 -1.877
436 2.0234 -2.1608

437 2.0234 -2.1608
438 2.0689 -2.419

439 2.0689 -2.419
440 2.2296 -2.5538

441 2.0689 -2.419
442 1.964 -2.6006

443 2.0234 -2.1608
444 1.7771 -2.2505

445 1.7771 -2.2505
446 1.6722 -2.4321

447 1.7771 -2.2505
448 1.58 -2.1788

449 1.7239 -1.1445
450 1.4679 -1.5879

451 1.4679 -1.5879
452 1.539 -1.9913

453 1.539 -1.9913
454 1.79 -2.2019

455 1.79 -2.2019
456 2.0521 -2.2019

457 2.0521 -2.2019
458 2.2128 -2.0671

459 2.0521 -2.2019
460 2.2128 -2.3367

461 1.79 -2.2019
462 1.8355 -2.4601

463 1.8355 -2.4601
464 1.9962 -2.5949

465 1.8355 -2.4601
466 1.7306 -2.6417

467 1.539 -1.9913
468 1.3752 -2.2751

469 1.3752 -2.2751
470 1.4207 -2.5333

471 1.4207 -2.5333
472 1.5814 -2.6681

473 1.4207 -2.5333
474 1.3158 -2.7149

475 1.3752 -2.2751
476 1.1289 -2.3648

477 1.1289 -2.3648
478 1.024 -2.5464

479 1.1289 -2.3648
480 0.9318 -2.2931

481 1.4679 -1.5879
482 1.083 -1.728

483 1.083 -1.728
484 0.9192 -2.0118

485 0.9192 -2.0118
486 0.9647 -2.27

487 0.9647 -2.27
488 1.1254 -2.4048

489 0.9647 -2.27
490 0.8598 -2.4516

491 0.9192 -2.0118
492 0.6729 -2.1015

493 0.6729 -2.1015
494 0.568 -2.2831

495 0.6729 -2.1015
496 0.4758 -2.0298

497 1.083 -1.728
498 0.7751 -1.6159

499 0.7751 -1.6159
500 0.5288 -1.7056

501 0.5288 -1.7056
502 0.4239 -1.8872

503 0.5288 -1.7056
504 0.3317 -1.6339

505 0.7751 -1.6159
506 0.644 -1.3889

507 0.644 -1.3889
508 0.4469 -1.3172

509 0.644 -1.3889
510 0.6804 -1.1824

